start	end	text
1993100	1995420	에임 트레이너를 하나의 게임으로 즐긴다기보다
1995420	1997140	보조제로서의 기능을 원한다면
1997140	1999320	점수는 크게 신경 안 쓰고 하시는 게 좋겠죠.
1999600	2002020	만약 연습과 실전 에임이 너무 다르게 나온다면
2002020	2004480	에임 트레이너 이용량을 좀 줄이시는 게 나을 수도 있어요.
2004860	2006960	그리고 연습할 때 예측은 절대 섞지 마세요.
2007520	2009120	결론은 잘 쓰면 좋다.
2009900	2012440	에임이 가장 중요한 게임은 뭐라고 생각하시나요?
2013240	2014900	에임이야 다 중요하다고 생각하는데
2014900	2018260	일단 코칭 결과로는 발로한테가 티어 상승률이 가장 높습니다.
2018800	2019720	빨리 오르기도 하고요.
2019720	2022280	레디언트 달성한 분들만 해도 50명이 넘고
2022280	2023080	뭐...
2023080	2024760	탑10에 들어간 분들도 있고
2024760	2026900	1년, 2년씩 불멸해서 발효되고 있다가
2026900	2028900	코칭 받고 찍은 분들도 많아서
2028900	2031940	일단 제 경험상 결과가 빠르게 나오는 건 발로한테였는데
2031940	2033860	뭐 랭크 시스템에 영향도 있을 것이고
2033860	2035940	게임마다 에임 방식이 워낙 다르니까요.
2036040	2037680	일단 순서를 매길 수는 없다고 생각합니다.
2038120	2039740	다 중요하다고 생각해요.
2039820	2040920	뭐 메르시 같은 거 할 것만 아니면
2040920	2043180	빨리 배우는 케이스엔 어떤 경우가 있나요?
2043460	2046480	아무래도 운동 경험이 있으면 이론적인 건 좀 빠르게 이해하는 편이고요.
2046480	2049540	운동 신경이 있으면 감각적인 걸 좀 빠르게 캐치하긴 하죠.
2050000	2052480	게임패드 숙련자가 PC로 넘어갈 때 빨리 배우는 경우가 많은데
2053080	2055800	약간 엄지라인 근육을 쓰는 훈련이 잘 돼 있어서 그런 것 같아요.
2056200	2058040	마우스 움직일 때도 자연스럽게 같이 쓰더라고요.
2058420	2060380	보통 우리가 FPS 게임이 아니면은
2060380	2061900	얘네들을 쓸 일이 별로 없거든요.
2062600	2064400	근데 얘를 쓰는 습관이 드는 경우가
2064400	2066860	보통 게임패드 많이 하면은 좀 들어있더라고요.
2067400	2070400	그리고 아예 백지 상태인 경우에는 오히려 빨리 배워요.
2070880	2072320	너무 많은 정보를 접한 분들은
2072320	2074820	오히려 이론부터 이해를 잘 못하는 경우가 많아요.
2074820	2076820	아예 포맷을 하는 게 배우기 쉽긴 하죠.
2077540	2081020	그리고 에임은 경험과 습관에 지대한 영향을 받습니다.
2081520	2082560	에임을 하는 내 몸에
2082560	2082820	내 사고력에
2083080	2085360	내 사고가 의미체계로 결정되어 버리기 때문에
2085360	2088940	코칭을 해보면 문제점을 인지해도 고치는데 시간이 걸려요.
2089260	2091100	나도 모르게 저절로 반응이 나와버리거든요.
2091460	2093180	원래 어떤 운동을 몸에 익혔을 때
2093180	2095180	다른 운동을 배우는 게 굉장히 어려워요.
2095360	2097760	습관 때문에 내가 의도하지 않은 반응들이 나와버리니까
2097760	2100360	티어가 낮을수록 안 좋은 습관이 많고요.
2100620	2102980	그 습관들이 성장을 가로막는 벽을 높이는 거고
2102980	2105540	높은 티어도 마찬가지로 아쉬운 에임의 원인이
2105540	2106700	그 몇 개의 습관이에요.
2107020	2108740	코칭 질문하시는 분들도 많은데
2108740	2111180	모든 FPS 게임 코칭을 다 해본 것 같고요.
2111440	2113060	올해 들어서 방식을 좀 바꿔봤는데
2113080	2115760	그냥 이렇게 움직이세요 저렇게 움직이세요
2115760	2116960	이런 식으로 해요. PT처럼.
2117520	2120380	말로 100번 하는 것보다 그냥 기초가 된 움직임을 쌓게 하는 게
2120380	2121640	더 빨리 배우더라고요.
2122080	2124660	보통 마우스 센서에 적응을 어느 정도만 해도
2124660	2127080	감도는 뭘 써도 다 똑같이 느껴지는데
2127080	2128920	그 정도는 금방 체험할 수 있어서
2128920	2130540	되게 신기해하는 분들이 많아요.
2130700	2133440	타겟 맞추려고도 하지 말고 그냥 머리 비우고 하라는 것만 하다 보면
2133440	2135960	왜 되지? 이런 느낌이 들 거다 라고 하는데
2135960	2137520	갑자기 좀 되기 시작하면
2137520	2139700	어? 뭐지? 왜 되지? 이런 분들이 많아서
2139700	2142020	요즘에 리액션 보는 맛이 좀 있습니다.
2142020	2143060	역시 몸으로도
2143060	2143920	배우는 게 최고다.
2144740	2146680	그리고 안 좋은 습관을 없애는 거.
2146820	2148140	시선 동기와 협응력.
2148340	2150540	이게 랭커 수준에서 실력차를 내는 요소거든요.
2150920	2152200	반응 속도를 빠르게 만들고
2152200	2153860	에임의 저점을 높이는 방식인데
2153860	2156220	상위 랭커 수준에서도 이게 체감이 많이 되거든요.
2156540	2158880	그건 이제 다음 영상에서 랭커를 코치하고 나서
2158880	2160560	어떤 점들이 어떻게 바뀌었는지
2160560	2162900	얘기도 직접 들어보고 결과도 보여드릴 거고요.
2163500	2166400	보통 제 코칭은 랭커분들한테 반응이 더 좋습니다.
2166860	2168560	체감이 좀 더 빠르게 많이 되는 편이라
2168560	2171380	프로분들은 보통 자세에 대한 질문이나
2171380	2173040	세팅을 변경하고 싶은데
2173060	2174440	어떻게 최적화를 시킬지
2174440	2176500	효율적인 연습 방법 물어보시는 분들은
2176500	2177440	루틴자들이고요.
2177740	2178860	슬럼프가 와서라든지
2178860	2180680	에임의 실력 향상을 위해서인 분도 있고
2180680	2181840	딱히 문제는 없는데
2181840	2183160	그냥 안 좋은 습관 없는지
2183160	2184520	점검 받고 싶다는 분도 있고
2184520	2186000	습관 교정할 때도 있고
2186000	2188160	내가 왜 잘 쏘는지 궁금해서도 있었고요.
2188420	2189080	되게 다양해요.
2189420	2191620	롤프로 게이머 코칭한 적도 있어요.
2191960	2193520	FPS 게임하고 관련 있는 건 아닌데
2193520	2195580	그냥 마우스 컨트롤에 대해서 배우고 싶다고 하더라고요.
2196040	2197800	나름 제가 스타2 고수였어서
2197800	2199320	알려드렸지만
2199320	2201900	FPS 움직임하고는 별 상관없습니다.
2201900	2202900	사실 에임 코치는요.
2203060	2204360	코칭을 취미라고만 생각했었는데
2204360	2205920	저를 거친 분들 중에
2205920	2208080	프로 데뷔하는 분들도 슬슬 나오고 있고
2208080	2210520	저도 모르는 사이에 커리어도 많이 쌓여서
2210520	2212060	약간 뿌듯함을 느끼고 있습니다.
2212540	2214600	그리고 영상만으로 랭컷 찍고 티 올린 분들도
2214600	2215700	굉장히 많으니까요.
2215940	2216500	빈말이 아니라
2216500	2217780	저한테 코칭 안 받으셔도
2217780	2218860	잘 하실 수 있을 겁니다.
2219420	2221480	제가 직업적으로 한다는 생각은 없기 때문에
2221480	2224060	코칭 쪽에 시간 투자를 많이 하기 힘들기도 하고요.
2224280	2225440	코칭 얘기는 여기까지 하고
2225440	2227000	오늘 배운 내용들은
2227000	2228980	에임의 기초, 기반이 되는 것들이고요.
2229240	2231420	이걸 바탕으로 스타일을 만들어 나가면 되는 겁니다.
2231420	2232700	이 정도만 알면
2232700	2233020	기본적으로는
2233020	2234420	기본적인 개념은 잡힐 거고
2234420	2236400	원인 파악도 언어도도 가능할 거예요.
2236740	2238320	하지만 이걸 감각으로 이해하고
2238320	2240380	자연스럽게 실전에 녹이는 건 다른 얘기고요.
2240700	2242160	시간 걸리는 거야 당연한 거니까
2242160	2243240	천천히 하시면 되고요.
2243420	2245480	제가 설명할 때 비유를 좀 많이 하는 편인데
2245480	2246740	비유는 진리가 아니에요.
2247240	2248720	예전에 글씨 쓰는 거에 비유했더니
2248720	2250840	거기에 모든 걸 대입하는 분이 계시더라고요.
2251260	2253540	한 부분을 설명하기 위한 비유라고 생각해주세요.
2253800	2255680	그리고 항상 다양한 방식으로 생각하고
2255680	2256880	시도해보는 게 좋습니다.
2257580	2258500	오늘의 에임 강의는
2258500	2260560	제 방식대로 해석한 제 생각인 거고요.
2260560	2262660	그냥 굉장히 많은 좋은 결과를 낼 수 있고
2262660	2263000	그냥 굉장히 많은 좋은 결과를 낼 수 있고
2263000	2264860	정해진 답은 없다고 생각합니다.
2265400	2266760	더 좋은 결과를 내기 위해
2266760	2269000	여러 가지 방식으로 접근해볼 필요성도 있겠죠.
2269220	2270120	같은 내용이라고 해도
2270120	2271900	여러 가지 방법으로 설명할 수 있으니까요.
2272240	2273880	그리고 원래 경험해보지 못한 감각을
2273880	2275020	스스로 깨닫는다는 것이
2275020	2276480	정말 어려운 거거든요.
2276860	2279040	한 손가락의 근육과 신경을 수치화하면
2279040	2279900	기가헤르츠인데
2279900	2281400	다섯 손가락을 활용하게 되면
2281400	2283340	테라헤르츠 단위의 신경이 개입하는
2283340	2285300	고도의 몰입이 필요한 움직임이 되는데요.
2285540	2287660	그만큼 복잡한 프로세싱을 필요로 하기 때문에
2287660	2289480	배우는 게 쉬운 건 아니니까
2289480	2291460	내가 바로 활용하지 못한다 해도
2291460	2292960	조바심을 내실 필요는 없습니다.
2293000	2294480	어려운 게 당연한 거니까
2294480	2296740	천천히 기초를 쌓아 나간다고 생각하시면 돼요.
2296960	2298940	이렇게 저렇게 해봐야 조금씩 이해가 될 겁니다.
2299300	2300160	이해도가 올라가면
2300160	2302460	같은 내용에서도 다시 보이는 것들이 많기 때문에
2302460	2303840	생각날 때마다 한 번씩
2303840	2306300	여러 번 이 영상을 보시는 걸 추천드립니다.
2306800	2308780	헬스, 복싱 어떤 운동을 할 때
2308780	2310820	근육의 움직임을 상상하고
2310820	2312800	육체는 그걸 느끼면서 움직여주고
2312800	2314560	머리와 몸이 일체가 되었을 때
2314560	2315400	쾌감을 느끼잖아요.
2315780	2317580	저는 에임도 같은 재미를 준다고 생각해요.
2317780	2319800	그래서인지 에임에 미친 사람들 중에
2319800	2321700	운동하시는 분들이 생각보다 많더라고요.
2321700	2322980	한 게임에 국한되었을 때
2322980	2323960	국한되는 것도 아니기 때문에
2323960	2326900	게임 망할 걱정은 안 해도 되는 게 장점이지 않나
2326900	2329960	영상을 다 보고 나서 생긴 궁금증들도 많으실 텐데
2329960	2332700	이 영상의 취지가 기본 개념, 기초이기 때문에
2332700	2335340	모든 경우의 수와 디테일을 담을 수가 없었어요.
2335720	2338260	하나씩 다 말하면 끝이 없기 때문에 양해 부탁드리고요.
2338620	2340280	원래 영상이 1시간 반짜리였는데
2340280	2341600	이게 줄인다고 줄인 거예요.
2341980	2344460	이런 강의 영상을 자주는 못 만들겠지만
2344460	2345540	너무 힘들어요.
2345880	2346640	조금씩 올려볼게요.
2347020	2349400	그리고 제가 답글을 달긴 할 텐데
2349400	2351180	전부 달아드리긴 힘들 수도 있어요.
2351180	2352380	그래서 혹여나
2352380	2353540	오랜 시간 답이 없다.
2353880	2355960	그땐 제 디코 채널 Q&A에 질문 남기시면
2355960	2358120	많은 랭커분들이 답변해 주실 겁니다.
2358460	2360540	저한테 배워서 유사 량 그린 분들도 많고
2360540	2363000	다양한 답변을 들어보는 게 더 좋다고 생각해요.
2363640	2365520	그럼 다들 득임하시고요.
2366140	2366680	즐게 마세요.
2382380	2388380	고맙습니다.
